ingredient,skin_type,label
Bis Stearyl Ethylenediamine/?Neopentyl Glycol/?Stearyl Hydrogenated Dimer Dilinoleate Copolymer,지성,NORMAL
Bis Stearyl Ethylenediamine/?Neopentyl Glycol/?Stearyl Hydrogenated Dimer Dilinoleate Copolymer,복합성,NORMAL
Citrus Aurantium Dulcis Fruit Extract,건성,GOOD
Citrus Aurantium Dulcis Fruit Extract,지성,GOOD
Citrus Aurantium Dulcis Fruit Extract,복합성,CAUTION
Coco-Caprylate,건성,NORMAL
Coco-Caprylate,지성,NORMAL
Coco-Caprylate,복합성,NORMAL
Coco-Glucoside,건성,GOOD
Coco-Glucoside,지성,NORMAL
Coco-Glucoside,복합성,NORMAL
Citrus Limon Peel Oil,건성,CAUTION
Citrus Limon Peel Oil,지성,CAUTION
Citrus Limon Peel Oil,복합성,CAUTION
Decyl Glucoside,건성,GOOD
Decyl Glucoside,지성,NORMAL
Decyl Glucoside,복합성,NORMAL
Magnesium Aluminum Silicate,건성,NORMAL
Magnesium Aluminum Silicate,지성,NORMAL
Magnesium Aluminum Silicate,복합성,NORMAL
SH-Oligopeptide-1,건성,NORMAL
SH-Oligopeptide-1,지성,NORMAL
SH-Oligopeptide-1,복합성,NORMAL
Cocos Nucifera Oil,건성,GOOD
Cocos Nucifera Oil,지성,CAUTION
Cocos Nucifera Oil,복합성,CAUTION
Saccharum Officinarum Extract,건성,GOOD
Saccharum Officinarum Extract,지성,GOOD
Saccharum Officinarum Extract,복합성,NORMAL
Macadamia Ternifolia Seed Oil,건성,GOOD
Macadamia Ternifolia Seed Oil,지성,GOOD
Macadamia Ternifolia Seed Oil,복합성,NORMAL
Iodopropynyl Butylcarbamate,건성,NORMAL
Iodopropynyl Butylcarbamate,지성,GOOD
Iodopropynyl Butylcarbamate,복합성,NORMAL
Polyglyceryl-3 Methylglucose Distearate,건성,GOOD
Polyglyceryl-3 Methylglucose Distearate,지성,NORMAL
Polyglyceryl-3 Methylglucose Distearate,복합성,NORMAL
Imperata Cylindrica Root Extract,건성,GOOD
Imperata Cylindrica Root Extract,지성,NORMAL
Imperata Cylindrica Root Extract,복합성,GOOD
Macrocystis Pyrifera,건성,NORMAL
Macrocystis Pyrifera,지성,NORMAL
Macrocystis Pyrifera,복합성,NORMAL
Glycine Soja Oil,건성,GOOD
Glycine Soja Oil,지성,NORMAL
Glycine Soja Oil,복합성,NORMAL
Madecassic Acid,건성,NORMAL
Madecassic Acid,지성,NORMAL
Madecassic Acid,복합성,NORMAL
Sesamum Indicum Seed Oil,건성,GOOD
Sesamum Indicum Seed Oil,지성,NORMAL
Sesamum Indicum Seed Oil,복합성,NORMAL
Dipeptide-2,건성,NORMAL
Dipeptide-2,지성,NORMAL
Dipeptide-2,복합성,NORMAL
Neopentyl Glycol Diheptanoate,건성,CAUTION
Neopentyl Glycol Diheptanoate,지성,CAUTION
Neopentyl Glycol Diheptanoate,복합성,CAUTION
Hesperidin Methyl Chalcone,건성,NORMAL
Hesperidin Methyl Chalcone,지성,NORMAL
Hesperidin Methyl Chalcone,복합성,NORMAL
Sodium Acrylate/?Sodium Acryloyldimethyl Taurate Copolymer,건성,GOOD
Sodium Acrylate/?Sodium Acryloyldimethyl Taurate Copolymer,지성,GOOD
Sodium Acrylate/?Sodium Acryloyldimethyl Taurate Copolymer,복합성,GOOD
Lactobacillus/?Nereocystis Luetkeana Ferment Filtrate,건성,NORMAL
Lactobacillus/?Nereocystis Luetkeana Ferment Filtrate,지성,NORMAL
Lactobacillus/?Nereocystis Luetkeana Ferment Filtrate,복합성,NORMAL
Nigella Sativa Seed Oil,건성,GOOD
Nigella Sativa Seed Oil,지성,NORMAL
Nigella Sativa Seed Oil,복합성,NORMAL
Cocos Nucifera Fruit Extract,건성,GOOD
Cocos Nucifera Fruit Extract,지성,CAUTION
Cocos Nucifera Fruit Extract,복합성,NORMAL
Disodium Coco-Glucoside Citrate,건성,CAUTION
Disodium Coco-Glucoside Citrate,지성,NORMAL
Disodium Coco-Glucoside Citrate,복합성,CAUTION
Isopropyl Palmitate,건성,CAUTION
Isopropyl Palmitate,지성,NORMAL
Isopropyl Palmitate,복합성,NORMAL
Limnanthes Alba Seed Oil,건성,GOOD
Limnanthes Alba Seed Oil,지성,GOOD
Limnanthes Alba Seed Oil,복합성,NORMAL
Oleyl Erucate,건성,GOOD
Oleyl Erucate,지성,NORMAL
Oleyl Erucate,복합성,NORMAL
Polyglyceryl-6 Stearate,건성,GOOD
Polyglyceryl-6 Stearate,지성,NORMAL
Polyglyceryl-6 Stearate,복합성,NORMAL
Hydroxyacetophenone,건성,NORMAL
Hydroxyacetophenone,지성,NORMAL
Hydroxyacetophenone,복합성,NORMAL
Tris-Biphenyl Triazine,건성,NORMAL
Tris-Biphenyl Triazine,지성,NORMAL
Tris-Biphenyl Triazine,복합성,NORMAL
Dicaprylyl Ether,건성,GOOD
Dicaprylyl Ether,지성,NORMAL
Dicaprylyl Ether,복합성,NORMAL
Polyglyceryl-6 Behenate,건성,GOOD
Polyglyceryl-6 Behenate,지성,NORMAL
Polyglyceryl-6 Behenate,복합성,NORMAL
Hydrogenated Polydecene,건성,GOOD
Hydrogenated Polydecene,지성,NORMAL
Hydrogenated Polydecene,복합성,NORMAL
Hydrogenated Castor Oil,건성,GOOD
Hydrogenated Castor Oil,지성,CAUTION
Hydrogenated Castor Oil,복합성,NORMAL
Steareth-20,건성,GOOD
Steareth-20,지성,CAUTION
Steareth-20,복합성,NORMAL
Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,건성,NORMAL
Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,지성,NORMAL
Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,복합성,NORMAL
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,건성,NORMAL
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,지성,NORMAL
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,복합성,NORMAL
Copernicia Cerifera Wax,건성,NORMAL
Copernicia Cerifera Wax,지성,CAUTION
Copernicia Cerifera Wax,복합성,NORMAL
Hdi/?Trimethylol Hexyllactone Crosspolymer,건성,NORMAL
Hdi/?Trimethylol Hexyllactone Crosspolymer,지성,NORMAL
Hdi/?Trimethylol Hexyllactone Crosspolymer,복합성,NORMAL
Mannitol,건성,NORMAL
Mannitol,지성,NORMAL
Mannitol,복합성,NORMAL
Glyceryl Behenate,건성,GOOD
Glyceryl Behenate,지성,CAUTION
Glyceryl Behenate,복합성,NORMAL
Glyceryl Dibehenate,건성,GOOD
Glyceryl Dibehenate,지성,NORMAL
Glyceryl Dibehenate,복합성,NORMAL
Sorbitan Stearate,건성,GOOD
Sorbitan Stearate,지성,NORMAL
Sorbitan Stearate,복합성,NORMAL
Zinc Stearate,건성,NORMAL
Zinc Stearate,지성,NORMAL
Zinc Stearate,복합성,NORMAL
Solum Fullonum,건성,NORMAL
Solum Fullonum,지성,GOOD
Solum Fullonum,복합성,NORMAL
Peat,건성,CAUTION
Peat,지성,NORMAL
Peat,복합성,NORMAL
Hexyldecanol,건성,NORMAL
Hexyldecanol,지성,NORMAL
Hexyldecanol,복합성,NORMAL
Glyceryl Oleate,건성,GOOD
Glyceryl Oleate,지성,NORMAL
Glyceryl Oleate,복합성,NORMAL
Centaurea Cyanus Flower Water,건성,GOOD
Centaurea Cyanus Flower Water,지성,NORMAL
Centaurea Cyanus Flower Water,복합성,GOOD
Plantago Lanceolata Leaf Extract,건성,NORMAL
Plantago Lanceolata Leaf Extract,지성,NORMAL
Plantago Lanceolata Leaf Extract,복합성,NORMAL
Benzophenone-4,건성,NORMAL
Benzophenone-4,지성,NORMAL
Benzophenone-4,복합성,NORMAL
Dipropylene Glycol Dibenzoate,건성,GOOD
Dipropylene Glycol Dibenzoate,지성,CAUTION
Dipropylene Glycol Dibenzoate,복합성,NORMAL
Polymethyl Methacrylate,건성,NORMAL
Polymethyl Methacrylate,지성,NORMAL
Polymethyl Methacrylate,복합성,NORMAL
PPG-15 Stearyl Ether Benzoate,건성,NORMAL
PPG-15 Stearyl Ether Benzoate,지성,GOOD
PPG-15 Stearyl Ether Benzoate,복합성,NORMAL
Dibutyl Adipate,건성,NORMAL
Dibutyl Adipate,지성,NORMAL
Dibutyl Adipate,복합성,NORMAL
Diisopropyl Sebacate,건성,NORMAL
Diisopropyl Sebacate,지성,NORMAL
Diisopropyl Sebacate,복합성,NORMAL
Phenylbenzimidazole Sulfonic Acid,건성,NORMAL
Phenylbenzimidazole Sulfonic Acid,지성,GOOD
Phenylbenzimidazole Sulfonic Acid,복합성,NORMAL
Ethylhexyl Triazone,건성,CAUTION
Ethylhexyl Triazone,지성,CAUTION
Ethylhexyl Triazone,복합성,CAUTION
Diethylamino Hydroxybenzoyl Hexyl Benzoate,건성,NORMAL
Diethylamino Hydroxybenzoyl Hexyl Benzoate,지성,NORMAL
Diethylamino Hydroxybenzoyl Hexyl Benzoate,복합성,NORMAL
Lauryl Glucoside,건성,NORMAL
Lauryl Glucoside,지성,NORMAL
Lauryl Glucoside,복합성,NORMAL
Hydrogenated Coco-Glycerides,건성,NORMAL
Hydrogenated Coco-Glycerides,지성,NORMAL
Hydrogenated Coco-Glycerides,복합성,NORMAL
Cetyl PEG/?PPG-10/?1 Dimethicone,건성,NORMAL
Cetyl PEG/?PPG-10/?1 Dimethicone,지성,NORMAL
Cetyl PEG/?PPG-10/?1 Dimethicone,복합성,NORMAL
Methyl Methacrylate Crosspolymer,건성,NORMAL
Methyl Methacrylate Crosspolymer,지성,GOOD
Methyl Methacrylate Crosspolymer,복합성,NORMAL
Ethylhexyl Salicylate,건성,NORMAL
Ethylhexyl Salicylate,지성,NORMAL
Ethylhexyl Salicylate,복합성,NORMAL
Trisodium EDTA,건성,NORMAL
Trisodium EDTA,지성,NORMAL
Trisodium EDTA,복합성,NORMAL
Cyamopsis Tetragonoloba Gum,건성,NORMAL
Cyamopsis Tetragonoloba Gum,지성,NORMAL
Cyamopsis Tetragonoloba Gum,복합성,NORMAL
Butyl Methoxydibenzoylmethane,건성,CAUTION
Butyl Methoxydibenzoylmethane,지성,NORMAL
Butyl Methoxydibenzoylmethane,복합성,NORMAL
Polyglyceryl-2 Sesquicaprylate,건성,NORMAL
Polyglyceryl-2 Sesquicaprylate,지성,NORMAL
Polyglyceryl-2 Sesquicaprylate,복합성,NORMAL
Isostearyl Neopentanoate,건성,NORMAL
Isostearyl Neopentanoate,지성,GOOD
Isostearyl Neopentanoate,복합성,NORMAL
Alpha-Glucan Oligosaccharide,건성,GOOD
Alpha-Glucan Oligosaccharide,지성,NORMAL
Alpha-Glucan Oligosaccharide,복합성,NORMAL
Polyglyceryl-10 Dioleate,건성,NORMAL
Polyglyceryl-10 Dioleate,지성,NORMAL
Polyglyceryl-10 Dioleate,복합성,NORMAL
Sodium Stearoyl Glutamate,건성,NORMAL
Sodium Stearoyl Glutamate,지성,NORMAL
Sodium Stearoyl Glutamate,복합성,NORMAL
Inulin,건성,GOOD
Inulin,지성,NORMAL
Inulin,복합성,NORMAL
Cucumis Sativus Seed Oil,건성,GOOD
Cucumis Sativus Seed Oil,지성,NORMAL
Cucumis Sativus Seed Oil,복합성,NORMAL
Benzophenone-3,건성,NORMAL
Benzophenone-3,지성,NORMAL
Benzophenone-3,복합성,NORMAL
Chondrus Crispus,건성,NORMAL
Chondrus Crispus,지성,NORMAL
Chondrus Crispus,복합성,NORMAL
Ethyl Hexanediol,건성,NORMAL
Ethyl Hexanediol,지성,NORMAL
Ethyl Hexanediol,복합성,NORMAL
Sodium Lauroyl Methyl Isethionate,건성,NORMAL
Sodium Lauroyl Methyl Isethionate,지성,NORMAL
Sodium Lauroyl Methyl Isethionate,복합성,NORMAL
Citrus Aurantium Dulcis Peel Oil,건성,CAUTION
Citrus Aurantium Dulcis Peel Oil,지성,CAUTION
Citrus Aurantium Dulcis Peel Oil,복합성,CAUTION
Snail Secretion Filtrate,건성,GOOD
Snail Secretion Filtrate,지성,GOOD
Snail Secretion Filtrate,복합성,GOOD
Betaine Salicylate,건성,GOOD
Betaine Salicylate,지성,GOOD
Betaine Salicylate,복합성,GOOD
Talc,건성,NORMAL
Talc,지성,NORMAL
Talc,복합성,NORMAL
Sodium Cocoamphoacetate,건성,NORMAL
Sodium Cocoamphoacetate,지성,NORMAL
Sodium Cocoamphoacetate,복합성,NORMAL
Polyglyceryl-6 Polyricinoleate,건성,NORMAL
Polyglyceryl-6 Polyricinoleate,지성,NORMAL
Polyglyceryl-6 Polyricinoleate,복합성,NORMAL
Triethylhexanoin,건성,GOOD
Triethylhexanoin,지성,GOOD
Triethylhexanoin,복합성,GOOD
Butyloctyl Salicylate,건성,NORMAL
Butyloctyl Salicylate,지성,NORMAL
Butyloctyl Salicylate,복합성,NORMAL
Styrene/?Acrylates Copolymer,건성,NORMAL
Styrene/?Acrylates Copolymer,지성,NORMAL
Styrene/?Acrylates Copolymer,복합성,NORMAL
Alumina,건성,NORMAL
Alumina,지성,GOOD
Alumina,복합성,NORMAL
PEG-9 Polydimethylsiloxyethyl Dimethicone,건성,NORMAL
PEG-9 Polydimethylsiloxyethyl Dimethicone,지성,NORMAL
PEG-9 Polydimethylsiloxyethyl Dimethicone,복합성,NORMAL
Hamamelis Virginiana Water,건성,CAUTION
Hamamelis Virginiana Water,지성,GOOD
Hamamelis Virginiana Water,복합성,GOOD
Menthyl Lactate,건성,CAUTION
Menthyl Lactate,지성,NORMAL
Menthyl Lactate,복합성,CAUTION
Triethoxycaprylylsilane,건성,NORMAL
Triethoxycaprylylsilane,지성,NORMAL
Triethoxycaprylylsilane,복합성,NORMAL
Aminopropyl Ascorbyl Phosphate,건성,NORMAL
Aminopropyl Ascorbyl Phosphate,지성,NORMAL
Aminopropyl Ascorbyl Phosphate,복합성,NORMAL
Human Fibroblast Conditioned Media,건성,NORMAL
Human Fibroblast Conditioned Media,지성,NORMAL
Human Fibroblast Conditioned Media,복합성,GOOD
Chlorophyll,건성,NORMAL
Chlorophyll,지성,NORMAL
Chlorophyll,복합성,NORMAL
Caprylic/?Capric/?Myristic/?Stearic Triglyceride,건성,NORMAL
Caprylic/?Capric/?Myristic/?Stearic Triglyceride,지성,CAUTION
Caprylic/?Capric/?Myristic/?Stearic Triglyceride,복합성,CAUTION
Soy Isoflavones,건성,NORMAL
Soy Isoflavones,지성,NORMAL
Soy Isoflavones,복합성,NORMAL
Tetrapeptide-21,건성,GOOD
Tetrapeptide-21,지성,NORMAL
Tetrapeptide-21,복합성,NORMAL
Sorbeth-30 Tetraoleate,건성,NORMAL
Sorbeth-30 Tetraoleate,지성,NORMAL
Sorbeth-30 Tetraoleate,복합성,NORMAL
SH-Decapeptide-7,건성,NORMAL
SH-Decapeptide-7,지성,NORMAL
SH-Decapeptide-7,복합성,NORMAL
Magnesium Sulfate,건성,NORMAL
Magnesium Sulfate,지성,NORMAL
Magnesium Sulfate,복합성,NORMAL
SH-Octapeptide-4,건성,NORMAL
SH-Octapeptide-4,지성,NORMAL
SH-Octapeptide-4,복합성,NORMAL
Hamamelis Virginiana Leaf Water,건성,CAUTION
Hamamelis Virginiana Leaf Water,지성,GOOD
Hamamelis Virginiana Leaf Water,복합성,GOOD
Portulaca Oleracea Extract,건성,NORMAL
Portulaca Oleracea Extract,지성,NORMAL
Portulaca Oleracea Extract,복합성,NORMAL
Vinyl Dimethicone/?Methicone Silsesquioxane Crosspolymer,건성,NORMAL
Vinyl Dimethicone/?Methicone Silsesquioxane Crosspolymer,지성,GOOD
Vinyl Dimethicone/?Methicone Silsesquioxane Crosspolymer,복합성,NORMAL
Hamamelis Virginiana Extract,건성,CAUTION
Hamamelis Virginiana Extract,지성,GOOD
Hamamelis Virginiana Extract,복합성,GOOD
Cocamidopropyl Dimethylamine,건성,NORMAL
Cocamidopropyl Dimethylamine,지성,GOOD
Cocamidopropyl Dimethylamine,복합성,NORMAL
PEG/?PPG/?Polybutylene Glycol-8/?5/?3 Glycerin,건성,GOOD
PEG/?PPG/?Polybutylene Glycol-8/?5/?3 Glycerin,지성,GOOD
PEG/?PPG/?Polybutylene Glycol-8/?5/?3 Glycerin,복합성,GOOD
VP/?VA Copolymer,건성,NORMAL
VP/?VA Copolymer,지성,NORMAL
VP/?VA Copolymer,복합성,NORMAL
Amodimethicone,건성,NORMAL
Amodimethicone,지성,NORMAL
Amodimethicone,복합성,NORMAL
Hydroxypropyl Methylcellulose,건성,NORMAL
Hydroxypropyl Methylcellulose,지성,NORMAL
Hydroxypropyl Methylcellulose,복합성,NORMAL
Haematococcus Pluvialis Extract,건성,NORMAL
Haematococcus Pluvialis Extract,지성,NORMAL
Haematococcus Pluvialis Extract,복합성,NORMAL
Honey,건성,GOOD
Honey,지성,NORMAL
Honey,복합성,GOOD
Candelilla Cera,건성,NORMAL
Candelilla Cera,지성,CAUTION
Candelilla Cera,복합성,NORMAL
Ozokerite,건성,NORMAL
Ozokerite,지성,CAUTION
Ozokerite,복합성,NORMAL
Adipic Acid/?Neopentyl Glycol Crosspolymer,건성,NORMAL
Adipic Acid/?Neopentyl Glycol Crosspolymer,지성,GOOD
Adipic Acid/?Neopentyl Glycol Crosspolymer,복합성,NORMAL
Sd Alcohol 40-B,건성,CAUTION
Sd Alcohol 40-B,지성,NORMAL
Sd Alcohol 40-B,복합성,CAUTION
Tripeptide-1,건성,NORMAL
Tripeptide-1,지성,GOOD
Tripeptide-1,복합성,NORMAL
Octocrylene,건성,NORMAL
Octocrylene,지성,NORMAL
Octocrylene,복합성,NORMAL
Curcuma Longa Root Extract,건성,NORMAL
Curcuma Longa Root Extract,지성,GOOD
Curcuma Longa Root Extract,복합성,NORMAL
Steareth-21,건성,NORMAL
Steareth-21,지성,CAUTION
Steareth-21,복합성,NORMAL
Isodecyl Salicylate,건성,GOOD
Isodecyl Salicylate,지성,NORMAL
Isodecyl Salicylate,복합성,NORMAL
Diglucosyl Gallic Acid,건성,NORMAL
Diglucosyl Gallic Acid,지성,NORMAL
Diglucosyl Gallic Acid,복합성,NORMAL
Pentaerythrityl Tetraethylhexanoate,건성,NORMAL
Pentaerythrityl Tetraethylhexanoate,지성,GOOD
Pentaerythrityl Tetraethylhexanoate,복합성,NORMAL
Ethylbisiminomethylguaiacol Manganese Chloride,건성,NORMAL
Ethylbisiminomethylguaiacol Manganese Chloride,지성,NORMAL
Ethylbisiminomethylguaiacol Manganese Chloride,복합성,NORMAL
Thioctic Acid,건성,NORMAL
Thioctic Acid,지성,NORMAL
Thioctic Acid,복합성,NORMAL
Sorbitan Laurate,건성,GOOD
Sorbitan Laurate,지성,NORMAL
Sorbitan Laurate,복합성,NORMAL
Synthetic Fluorphlogopite,건성,NORMAL
Synthetic Fluorphlogopite,지성,CAUTION
Synthetic Fluorphlogopite,복합성,NORMAL
Phytosteryl/?Octyldodecyl Lauroyl Glutamate,건성,GOOD
Phytosteryl/?Octyldodecyl Lauroyl Glutamate,지성,CAUTION
Phytosteryl/?Octyldodecyl Lauroyl Glutamate,복합성,GOOD
Undecylenoyl Phenylalanine,건성,NORMAL
Undecylenoyl Phenylalanine,지성,GOOD
Undecylenoyl Phenylalanine,복합성,NORMAL
Boron Nitride,건성,NORMAL
Boron Nitride,지성,GOOD
Boron Nitride,복합성,NORMAL
Hydroxypalmitoyl Sphinganine,건성,GOOD
Hydroxypalmitoyl Sphinganine,지성,NORMAL
Hydroxypalmitoyl Sphinganine,복합성,GOOD
Galactomyces Ferment Filtrate,건성,GOOD
Galactomyces Ferment Filtrate,지성,NORMAL
Galactomyces Ferment Filtrate,복합성,GOOD
Methicone,건성,NORMAL
Methicone,지성,NORMAL
Methicone,복합성,NORMAL
Collagen Amino Acids,건성,GOOD
Collagen Amino Acids,지성,NORMAL
Collagen Amino Acids,복합성,NORMAL
Ci 45410,건성,NORMAL
Ci 45410,지성,NORMAL
Ci 45410,복합성,NORMAL
Citrus Paradisi Peel Oil,건성,CAUTION
Citrus Paradisi Peel Oil,지성,CAUTION
Citrus Paradisi Peel Oil,복합성,CAUTION
Bis-PEG/?PPG-14/?14 Dimethicone,건성,NORMAL
Bis-PEG/?PPG-14/?14 Dimethicone,지성,NORMAL
Bis-PEG/?PPG-14/?14 Dimethicone,복합성,NORMAL
Pinus Pinaster Bark Extract,건성,GOOD
Pinus Pinaster Bark Extract,지성,NORMAL
Pinus Pinaster Bark Extract,복합성,GOOD
Triheptanoin,건성,GOOD
Triheptanoin,지성,NORMAL
Triheptanoin,복합성,NORMAL
Phenethyl Alcohol,건성,CAUTION
Phenethyl Alcohol,지성,CAUTION
Phenethyl Alcohol,복합성,CAUTION
Oryzanol,건성,NORMAL
Oryzanol,지성,NORMAL
Oryzanol,복합성,NORMAL
Disodium Lauriminodipropionate Tocopheryl Phosphates,건성,NORMAL
Disodium Lauriminodipropionate Tocopheryl Phosphates,지성,NORMAL
Disodium Lauriminodipropionate Tocopheryl Phosphates,복합성,NORMAL
Lavandula Angustifolia Flower Water,건성,CAUTION
Lavandula Angustifolia Flower Water,지성,GOOD
Lavandula Angustifolia Flower Water,복합성,CAUTION
PVM/?MA Decadiene Crosspolymer,건성,NORMAL
PVM/?MA Decadiene Crosspolymer,지성,NORMAL
PVM/?MA Decadiene Crosspolymer,복합성,NORMAL
Acrylates Copolymer,건성,NORMAL
Acrylates Copolymer,지성,NORMAL
Acrylates Copolymer,복합성,NORMAL
Isosorbide Dicaprylate,건성,GOOD
Isosorbide Dicaprylate,지성,NORMAL
Isosorbide Dicaprylate,복합성,GOOD
Quercetin,건성,NORMAL
Quercetin,지성,NORMAL
Quercetin,복합성,NORMAL
Sodium Lauroyl Sarcosinate,건성,NORMAL
Sodium Lauroyl Sarcosinate,지성,NORMAL
Sodium Lauroyl Sarcosinate,복합성,NORMAL
Citrus Limon Fruit Extract,건성,CAUTION
Citrus Limon Fruit Extract,지성,GOOD
Citrus Limon Fruit Extract,복합성,CAUTION
Diethylhexyl Syringylidenemalonate,건성,NORMAL
Diethylhexyl Syringylidenemalonate,지성,NORMAL
Diethylhexyl Syringylidenemalonate,복합성,NORMAL
Acetyl Glycyl Beta-Alanine,건성,NORMAL
Acetyl Glycyl Beta-Alanine,지성,NORMAL
Acetyl Glycyl Beta-Alanine,복합성,NORMAL
PEG-60 Hydrogenated Castor Oil,건성,CAUTION
PEG-60 Hydrogenated Castor Oil,지성,CAUTION
PEG-60 Hydrogenated Castor Oil,복합성,CAUTION
Beraclay Light Red,건성,NORMAL
Beraclay Light Red,지성,NORMAL
Beraclay Light Red,복합성,NORMAL
PEG-8 Dimethicone,건성,NORMAL
PEG-8 Dimethicone,지성,NORMAL
PEG-8 Dimethicone,복합성,NORMAL
Hydrolyzed Hyaluronic Acid,건성,GOOD
Hydrolyzed Hyaluronic Acid,지성,GOOD
Hydrolyzed Hyaluronic Acid,복합성,GOOD
Acer Saccharum Extract,건성,NORMAL
Acer Saccharum Extract,지성,NORMAL
Acer Saccharum Extract,복합성,NORMAL
PVP,건성,NORMAL
PVP,지성,NORMAL
PVP,복합성,NORMAL
Malus Domestica Fruit Cell Culture,건성,NORMAL
Malus Domestica Fruit Cell Culture,지성,NORMAL
Malus Domestica Fruit Cell Culture,복합성,NORMAL
Hydroxyphenyl Propamidobenzoic Acid,건성,NORMAL
Hydroxyphenyl Propamidobenzoic Acid,지성,NORMAL
Hydroxyphenyl Propamidobenzoic Acid,복합성,NORMAL
Spiraea Ulmaria Extract,건성,CAUTION
Spiraea Ulmaria Extract,지성,GOOD
Spiraea Ulmaria Extract,복합성,NORMAL
Cocamidopropyl Hydroxysultaine,건성,NORMAL
Cocamidopropyl Hydroxysultaine,지성,CAUTION
Cocamidopropyl Hydroxysultaine,복합성,NORMAL
Copper Gluconate,건성,NORMAL
Copper Gluconate,지성,NORMAL
Copper Gluconate,복합성,NORMAL
Sodium Lauroamphoacetate,건성,NORMAL
Sodium Lauroamphoacetate,지성,NORMAL
Sodium Lauroamphoacetate,복합성,NORMAL
Saccharomyces/?Camellia Sinensis Leaf/?Cladosiphon Okamuranus/?Rice Ferment Filtrate,건성,NORMAL
Saccharomyces/?Camellia Sinensis Leaf/?Cladosiphon Okamuranus/?Rice Ferment Filtrate,지성,NORMAL
Saccharomyces/?Camellia Sinensis Leaf/?Cladosiphon Okamuranus/?Rice Ferment Filtrate,복합성,NORMAL
Houttuynia Cordata Extract,건성,GOOD
Houttuynia Cordata Extract,지성,NORMAL
Houttuynia Cordata Extract,복합성,NORMAL
Tapioca Starch,건성,NORMAL
Tapioca Starch,지성,NORMAL
Tapioca Starch,복합성,NORMAL
Eucalyptus Globulus Leaf Oil,건성,CAUTION
Eucalyptus Globulus Leaf Oil,지성,CAUTION
Eucalyptus Globulus Leaf Oil,복합성,CAUTION
Ci 77742,건성,NORMAL
Ci 77742,지성,NORMAL
Ci 77742,복합성,NORMAL
Tetrasodium Tetracarboxymethyl Naringeninchalcone,건성,NORMAL
Tetrasodium Tetracarboxymethyl Naringeninchalcone,지성,NORMAL
Tetrasodium Tetracarboxymethyl Naringeninchalcone,복합성,NORMAL
Polyglyceryl-4 Caprate,건성,CAUTION
Polyglyceryl-4 Caprate,지성,CAUTION
Polyglyceryl-4 Caprate,복합성,CAUTION
Diazolidinyl Urea,건성,GOOD
Diazolidinyl Urea,지성,NORMAL
Diazolidinyl Urea,복합성,NORMAL
Bis-Diglyceryl Polyacyladipate-2,건성,GOOD
Bis-Diglyceryl Polyacyladipate-2,지성,CAUTION
Bis-Diglyceryl Polyacyladipate-2,복합성,NORMAL
Isostearyl Isostearate,건성,GOOD
Isostearyl Isostearate,지성,NORMAL
Isostearyl Isostearate,복합성,NORMAL
Acetamidoethoxyethanol,건성,CAUTION
Acetamidoethoxyethanol,지성,NORMAL
Acetamidoethoxyethanol,복합성,GOOD
Polyglyceryl-2 Caprate,건성,NORMAL
Polyglyceryl-2 Caprate,지성,NORMAL
Polyglyceryl-2 Caprate,복합성,NORMAL
Dimethylmethoxy Chromanol,건성,NORMAL
Dimethylmethoxy Chromanol,지성,NORMAL
Dimethylmethoxy Chromanol,복합성,NORMAL
EDTA,건성,NORMAL
EDTA,지성,NORMAL
EDTA,복합성,NORMAL
Cellulose,건성,NORMAL
Cellulose,지성,NORMAL
Cellulose,복합성,NORMAL
Diisopropyl Adipate,건성,NORMAL
Diisopropyl Adipate,지성,NORMAL
Diisopropyl Adipate,복합성,NORMAL
Cyclotetrasiloxane,건성,NORMAL
Cyclotetrasiloxane,지성,NORMAL
Cyclotetrasiloxane,복합성,NORMAL
Safflower Oil/?Palm Oil Aminopropanediol Esters,건성,GOOD
Safflower Oil/?Palm Oil Aminopropanediol Esters,지성,CAUTION
Safflower Oil/?Palm Oil Aminopropanediol Esters,복합성,GOOD
Ci 77007,건성,NORMAL
Ci 77007,지성,NORMAL
Ci 77007,복합성,NORMAL
Retinal,건성,CAUTION
Retinal,지성,GOOD
Retinal,복합성,CAUTION
Cypripedium Pubescens Extract,건성,NORMAL
Cypripedium Pubescens Extract,지성,NORMAL
Cypripedium Pubescens Extract,복합성,NORMAL
Opuntia Ficus-Indica Stem Extract,건성,GOOD
Opuntia Ficus-Indica Stem Extract,지성,NORMAL
Opuntia Ficus-Indica Stem Extract,복합성,GOOD
Caprylyl Caprylate/?Caprate,건성,GOOD
Caprylyl Caprylate/?Caprate,지성,NORMAL
Caprylyl Caprylate/?Caprate,복합성,NORMAL
Madecassoside,건성,GOOD
Madecassoside,지성,NORMAL
Madecassoside,복합성,GOOD
Propylheptyl Caprylate,건성,NORMAL
Propylheptyl Caprylate,지성,NORMAL
Propylheptyl Caprylate,복합성,NORMAL
Disodium Cetearyl Sulfosuccinate,건성,NORMAL
Disodium Cetearyl Sulfosuccinate,지성,NORMAL
